apply_id,user_hash,apply_ts,ip,ip_country,device_fp,device_drift,mouse_jitter_ms,key_burst_ratio,rdp_latency_ms,immig_overseas,label,risk_score,reasons,pred
A000606,U6463,2026-04-07T16:00:00+09:00,211.162.28.184,KR,FP_52109,0.109,35.7,0.87,8.5,False,0,0,,0
A000232,U7056,2026-04-27T18:00:00+09:00,211.69.153.164,KR,FP_79065,0.082,17.8,0.8,16.9,False,0,0,,0
A000009,U9561,2026-04-13T14:00:00+09:00,211.112.70.252,KR,FP_11916,0.054,5,1.07,7.4,False,0,0,,0
A000982,U8753,2026-04-20T15:00:00+09:00,203.0.59.224,OVERSEAS,FP_50742,0.058,5,0.81,7.3,True,1,90,ip_overseas|immig_overseas,1
A000139,U8453,2026-04-28T10:00:00+09:00,211.145.42.82,KR,FP_35756,-0.007,23.8,1.04,3.1,False,0,0,,0
A000926,U3652,2026-04-25T16:00:00+09:00,211.195.58.100,KR,FP_61549,0.994,108.7,2.12,97.0,True,1,80,mouse_jitter=109ms|key_burst=2.12|rdp_latency=97ms|device_drift=0.99|immig_overseas,1
A000477,U7119,2026-04-25T11:00:00+09:00,211.69.246.101,KR,FP_63945,-0.002,28.0,0.8,0,False,0,0,,0
A000761,U5568,2026-04-28T17:00:00+09:00,211.125.91.100,KR,FP_02818,0.067,27.0,1.3,10.6,False,0,0,,0
A000797,U3581,2026-04-14T13:00:00+09:00,211.255.52.87,KR,FP_33023,0.115,16.6,1.31,4.1,False,0,0,,0
A000044,U7613,2026-04-22T17:00:00+09:00,211.162.226.218,KR,FP_71811,0.022,22.0,1.14,0.8,False,0,0,,0
A000125,U2420,2026-04-08T10:00:00+09:00,211.74.131.101,KR,FP_22741,-0.018,9.9,0.93,2.4,False,0,0,,0
A000665,U9837,2026-04-09T11:00:00+09:00,211.45.188.87,KR,FP_74350,0.109,30.7,0.8,9.5,False,0,0,,0
A000161,U9631,2026-04-06T11:00:00+09:00,211.221.28.63,KR,FP_67909,0.067,24.9,0.86,12.1,False,0,0,,0
A000507,U9885,2026-04-10T14:00:00+09:00,211.44.25.55,KR,FP_54652,0.08,19.8,0.94,12.2,False,0,0,,0
A000445,U7817,2026-04-10T09:00:00+09:00,211.220.149.118,KR,FP_00947,0.019,18.1,1.16,1.4,False,0,0,,0
A000183,U9615,2026-04-08T12:00:00+09:00,211.25.115.119,KR,FP_06881,0.086,25.3,0.8,6.3,False,0,0,,0
A000340,U7036,2026-04-13T15:00:00+09:00,211.244.196.2,KR,FP_04945,-0.029,16.6,1.4,1.7,False,0,0,,0
A000470,U6506,2026-04-01T09:00:00+09:00,211.145.8.69,KR,FP_39563,0.194,21.2,1.04,9.2,False,0,0,,0
A000812,U0463,2026-04-23T11:00:00+09:00,211.133.233.75,KR,FP_33331,0.051,33.1,0.94,2.5,False,0,0,,0
A000014,U9296,2026-04-03T10:00:00+09:00,211.248.35.64,KR,FP_16829,-0.015,5,1.12,10.3,False,0,0,,0
A000447,U4455,2026-04-10T17:00:00+09:00,211.137.211.96,KR,FP_08974,0.067,27.5,0.82,0,False,0,0,,0
A000472,U3818,2026-04-09T13:00:00+09:00,211.47.204.111,KR,FP_96242,0.089,24.1,0.8,5.6,False,0,0,,0
A000231,U7502,2026-04-04T11:00:00+09:00,211.155.3.202,KR,FP_43545,0.077,11.8,1.14,0.9,False,0,0,,0
A000648,U6650,2026-04-08T10:00:00+09:00,211.76.98.14,KR,FP_32190,0.063,11.8,0.8,6.4,False,0,0,,0
A000262,U3837,2026-04-14T10:00:00+09:00,211.48.0.109,KR,FP_62497,0.109,26.3,0.8,4.3,False,0,0,,0
A000011,U1877,2026-04-22T17:00:00+09:00,211.136.174.57,KR,FP_38470,-0.0,24.4,1.39,2.1,False,0,0,,0
A000422,U0449,2026-04-16T10:00:00+09:00,211.132.34.195,KR,FP_83056,0.058,13.2,0.89,0,False,0,0,,0
A000810,U9639,2026-04-03T15:00:00+09:00,211.19.63.197,KR,FP_74136,0.094,34.5,1.33,2.7,False,0,0,,0
A000842,U2000,2026-04-16T17:00:00+09:00,211.115.11.245,KR,FP_35878,0.042,15.8,0.84,2.3,False,0,0,,0
A000978,U4720,2026-04-03T17:00:00+09:00,104.16.15.16,OVERSEAS,FP_81088,0.122,25.4,1.17,8.6,True,1,90,ip_overseas|immig_overseas,1
A000790,U9945,2026-04-04T11:00:00+09:00,211.150.63.200,KR,FP_22080,0.125,28.0,0.95,2.4,False,0,0,,0
A000712,U0457,2026-04-29T17:00:00+09:00,211.132.123.155,KR,FP_95226,-0.002,25.5,0.96,0,False,0,0,,0
A000437,U6632,2026-04-28T10:00:00+09:00,211.40.82.175,KR,FP_29913,0.022,33.4,0.93,0,False,0,0,,0
A000546,U5432,2026-04-14T14:00:00+09:00,211.150.148.85,KR,FP_04631,0.027,7.3,0.88,13.3,False,0,0,,0
A000691,U9862,2026-04-24T16:00:00+09:00,211.155.184.202,KR,FP_39670,0.073,22.8,1.13,13.6,False,0,0,,0
A000661,U6565,2026-04-07T13:00:00+09:00,211.160.42.56,KR,FP_20687,0.05,35.8,1.03,0,False,0,0,,0
A000316,U9364,2026-04-22T18:00:00+09:00,211.75.61.229,KR,FP_22660,0.079,18.1,1.03,8.2,False,0,0,,0
A000094,U2241,2026-04-21T10:00:00+09:00,211.20.158.225,KR,FP_04374,-0.021,12.2,1.14,7.2,False,0,0,,0
A000563,U0061,2026-04-17T16:00:00+09:00,211.244.223.206,KR,FP_95390,0.067,5,0.98,4.9,False,0,0,,0
A000529,U3667,2026-04-05T18:00:00+09:00,211.132.186.200,KR,FP_24033,0.027,5.9,1.1,0,False,0,0,,0
A000079,U2595,2026-04-10T17:00:00+09:00,211.7.208.47,KR,FP_29452,0.16,18.9,0.9,5.6,False,0,0,,0
A000402,U6794,2026-04-26T14:00:00+09:00,211.58.246.245,KR,FP_62787,0.057,25.8,1.02,4.1,False,0,0,,0
A000826,U8159,2026-04-26T10:00:00+09:00,211.154.239.86,KR,FP_58496,0.105,16.8,0.86,4.1,False,0,0,,0
A000825,U1646,2026-04-24T15:00:00+09:00,211.150.99.73,KR,FP_68165,0.112,7.7,0.99,3.8,False,0,0,,0
A000816,U1145,2026-04-25T15:00:00+09:00,211.213.147.220,KR,FP_22366,0.064,25.7,1.15,9.3,False,0,0,,0
A000938,U4147,2026-04-19T15:00:00+09:00,211.150.180.203,KR,FP_03925,0.722,109.0,2.34,121.6,True,1,80,mouse_jitter=109ms|key_burst=2.34|rdp_latency=122ms|device_drift=0.72|immig_overseas,1
A000113,U0843,2026-04-10T18:00:00+09:00,211.159.180.53,KR,FP_75749,0.021,19.7,0.8,6.1,False,0,0,,0
A000821,U5621,2026-04-11T12:00:00+09:00,211.184.204.193,KR,FP_80060,0.094,23.3,0.96,7.0,False,0,0,,0
A000868,U3252,2026-04-04T12:00:00+09:00,211.145.20.68,KR,FP_51714,0.011,24.3,1.29,6.5,False,0,0,,0
A000700,U9925,2026-04-16T10:00:00+09:00,211.212.252.155,KR,FP_30766,0.054,23.0,1.41,6.2,False,0,0,,0
A000258,U7512,2026-04-21T14:00:00+09:00,211.32.203.111,KR,FP_56315,0.076,9.6,0.93,8.7,False,0,0,,0
A000045,U4051,2026-04-27T13:00:00+09:00,211.248.122.140,KR,FP_57655,0.086,23.8,0.98,9.3,False,0,0,,0
A000893,U0194,2026-04-20T10:00:00+09:00,211.193.196.10,KR,FP_14423,0.089,5,0.96,3.8,False,0,0,,0
A000545,U1280,2026-04-22T17:00:00+09:00,211.159.27.175,KR,FP_70128,0.06,8.9,0.8,4.6,False,0,0,,0
A000855,U6383,2026-04-06T14:00:00+09:00,211.206.244.65,KR,FP_33956,0.11,20.7,1.06,7.2,False,0,0,,0
A000823,U7786,2026-04-17T15:00:00+09:00,211.96.1.164,KR,FP_02180,-0.018,5,1.32,3.5,False,0,0,,0
A000562,U0308,2026-04-29T16:00:00+09:00,211.76.0.19,KR,FP_87112,0.028,23.6,0.9,9.4,False,0,0,,0
A000686,U4922,2026-04-27T12:00:00+09:00,211.218.151.24,KR,FP_72220,0.063,21.4,1.16,8.3,False,0,0,,0
A000677,U9596,2026-04-07T18:00:00+09:00,211.2.92.213,KR,FP_10071,0.051,31.7,1.15,7.5,False,0,0,,0
A000157,U1439,2026-04-26T14:00:00+09:00,211.177.33.148,KR,FP_39316,0.097,7.3,1.26,1.9,False,0,0,,0
A000272,U5354,2026-04-13T18:00:00+09:00,211.33.158.223,KR,FP_95678,0.085,17.9,1.02,16.4,False,0,0,,0
A000461,U8152,2026-04-25T17:00:00+09:00,211.78.144.165,KR,FP_53714,0.035,16.3,0.93,4.7,False,0,0,,0
A000177,U7226,2026-04-11T15:00:00+09:00,211.77.211.104,KR,FP_53789,-0.019,19.8,0.8,6.7,False,0,0,,0
A000238,U7053,2026-04-04T09:00:00+09:00,211.50.132.113,KR,FP_66936,0.049,7.2,0.95,1.7,False,0,0,,0
A000862,U6014,2026-04-27T11:00:00+09:00,211.180.26.216,KR,FP_64948,0.015,26.7,1.34,12.2,False,0,0,,0
A000012,U4316,2026-04-17T11:00:00+09:00,211.54.152.101,KR,FP_20033,0.029,24.2,1.43,1.7,False,0,0,,0
A000415,U4311,2026-04-08T14:00:00+09:00,211.40.19.196,KR,FP_52514,0.004,12.0,0.94,0,False,0,0,,0
A000178,U1021,2026-04-23T11:00:00+09:00,211.106.166.244,KR,FP_68876,-0.04,37.5,0.8,6.5,False,0,0,,0
A000787,U7389,2026-04-06T13:00:00+09:00,211.106.22.236,KR,FP_03502,0.119,26.8,1.0,0.1,False,0,0,,0
A000061,U7801,2026-04-21T16:00:00+09:00,211.229.8.47,KR,FP_38567,0.064,35.1,0.91,11.2,False,0,0,,0
A000515,U0478,2026-04-27T11:00:00+09:00,211.99.169.173,KR,FP_88143,-0.006,21.5,1.11,5.6,False,0,0,,0
A000450,U8166,2026-04-12T16:00:00+09:00,211.16.169.41,KR,FP_98379,0.066,19.0,1.01,3.1,False,0,0,,0
A000610,U9305,2026-04-25T11:00:00+09:00,211.102.95.195,KR,FP_37941,0.036,19.0,1.17,0,False,0,0,,0
A000223,U2293,2026-04-26T10:00:00+09:00,211.177.27.50,KR,FP_57291,0.052,24.0,0.8,0.8,False,0,0,,0
A000335,U2097,2026-04-24T13:00:00+09:00,211.93.171.45,KR,FP_29132,-0.001,33.0,0.88,13.2,False,0,0,,0
A000142,U7686,2026-04-15T18:00:00+09:00,211.2.40.9,KR,FP_33545,0.056,25.6,1.25,2.5,False,0,0,,0
A000579,U7425,2026-04-02T10:00:00+09:00,211.26.90.80,KR,FP_03810,0.025,20.5,1.25,0.1,False,0,0,,0
A000109,U5328,2026-04-13T18:00:00+09:00,211.150.232.220,KR,FP_13000,0.057,15.3,0.8,0,False,0,0,,0
A000773,U6648,2026-04-27T18:00:00+09:00,211.6.241.76,KR,FP_52102,0.061,35.9,1.04,8.5,False,0,0,,0
A000727,U5250,2026-04-13T18:00:00+09:00,211.23.251.11,KR,FP_44559,0.002,24.0,1.11,1.6,False,0,0,,0
A000369,U8748,2026-04-10T15:00:00+09:00,211.6.54.12,KR,FP_49922,0.096,31.8,1.1,12.9,False,0,0,,0
A000993,U5029,2026-04-19T14:00:00+09:00,8.8.111.209,OVERSEAS,FP_60651,0.057,20.1,1.18,6.1,True,1,90,ip_overseas|immig_overseas,1
A000491,U2590,2026-04-11T10:00:00+09:00,211.60.94.162,KR,FP_19074,0.038,5,1.15,1.5,False,0,0,,0
A000181,U9396,2026-04-22T17:00:00+09:00,211.194.202.176,KR,FP_19199,0.04,28.0,0.96,0.5,False,0,0,,0
A000670,U3848,2026-04-16T14:00:00+09:00,211.23.2.129,KR,FP_66132,0.019,14.2,0.85,8.0,False,0,0,,0
A000197,U8867,2026-04-02T10:00:00+09:00,211.241.16.146,KR,FP_53592,0.061,24.9,0.8,0,False,0,0,,0
A000193,U8999,2026-04-30T16:00:00+09:00,211.111.126.41,KR,FP_68880,-0.024,25.1,1.23,8.0,False,0,0,,0
A000201,U0528,2026-04-26T15:00:00+09:00,211.8.123.105,KR,FP_08820,0.061,21.5,0.8,0.5,False,0,0,,0
A000912,U3795,2026-04-29T12:00:00+09:00,211.72.82.174,KR,FP_58653,0.73,146.0,1.86,103.4,True,1,80,mouse_jitter=146ms|key_burst=1.86|rdp_latency=103ms|device_drift=0.73|immig_overseas,1
A000404,U6643,2026-04-20T18:00:00+09:00,211.9.145.43,KR,FP_28390,-0.099,29.9,1.08,2.7,False,0,0,,0
A000256,U5278,2026-04-27T12:00:00+09:00,211.201.250.72,KR,FP_75685,0.003,9.6,0.94,6.4,False,0,0,,0
A000154,U0531,2026-04-20T11:00:00+09:00,211.230.189.190,KR,FP_58189,0.055,7.0,0.8,4.1,False,0,0,,0
A000167,U4062,2026-04-05T10:00:00+09:00,211.25.148.196,KR,FP_80659,-0.062,32.6,1.3,0,False,0,0,,0
A000380,U6144,2026-04-17T17:00:00+09:00,211.228.249.22,KR,FP_38855,0.076,16.1,0.8,3.9,False,0,0,,0
A000874,U2396,2026-04-14T09:00:00+09:00,211.102.46.26,KR,FP_49854,0.014,24.7,0.9,2.3,False,0,0,,0
A000707,U8457,2026-04-26T14:00:00+09:00,211.15.226.74,KR,FP_01304,0.038,8.2,1.16,6.9,False,0,0,,0
A000261,U4490,2026-04-03T14:00:00+09:00,211.128.42.190,KR,FP_87099,0.075,16.6,0.86,7.6,False,0,0,,0
A000070,U4772,2026-04-02T12:00:00+09:00,211.147.144.232,KR,FP_09330,0.006,5,1.07,0,False,0,0,,0
A000767,U4397,2026-04-19T15:00:00+09:00,211.18.106.112,KR,FP_26608,0.015,22.2,1.04,10.2,False,0,0,,0
A000678,U4658,2026-04-22T10:00:00+09:00,211.201.191.54,KR,FP_42407,0.062,23.4,1.14,0,False,0,0,,0
A000920,U4251,2026-04-06T09:00:00+09:00,211.47.219.175,KR,FP_98721,0.817,131.4,1.5,65.5,True,1,70,mouse_jitter=131ms|rdp_latency=65ms|device_drift=0.82|immig_overseas,1
A000000,U1825,2026-04-01T13:00:00+09:00,211.125.114.71,KR,FP_96531,0.116,29.9,0.8,3.1,False,0,0,,0
A000243,U7081,2026-04-13T09:00:00+09:00,211.101.230.219,KR,FP_50966,0.085,20.2,0.94,12.7,False,0,0,,0
A000374,U8419,2026-04-04T15:00:00+09:00,211.20.219.142,KR,FP_72955,0.047,25.9,1.01,4.6,False,0,0,,0
A000499,U2728,2026-04-14T13:00:00+09:00,211.27.72.237,KR,FP_84686,-0.026,24.8,1.26,10.7,False,0,0,,0
A000551,U5654,2026-04-02T13:00:00+09:00,211.59.26.85,KR,FP_60820,0.016,25.0,0.99,0,False,0,0,,0
A000614,U9426,2026-04-01T13:00:00+09:00,211.83.29.74,KR,FP_41902,-0.025,23.7,0.96,6.3,False,0,0,,0
A000617,U2355,2026-04-01T11:00:00+09:00,211.144.190.248,KR,FP_54001,-0.009,38.5,1.09,6.7,False,0,0,,0
A000925,U1626,2026-04-03T10:00:00+09:00,211.45.8.210,KR,FP_13589,0.818,107.7,2.16,112.2,True,1,80,mouse_jitter=108ms|key_burst=2.16|rdp_latency=112ms|device_drift=0.82|immig_overseas,1
A000001,U0521,2026-04-01T10:00:00+09:00,211.111.119.13,KR,FP_73564,0.073,33.7,0.86,4.0,False,0,0,,0
A000493,U9923,2026-04-19T18:00:00+09:00,211.118.118.118,KR,FP_90096,0.07,20.7,1.02,2.4,False,0,0,,0
A000438,U6480,2026-04-09T16:00:00+09:00,211.185.230.211,KR,FP_21931,0.054,22.0,0.96,0,False,0,0,,0
A000371,U9206,2026-04-28T12:00:00+09:00,211.199.121.147,KR,FP_90825,-0.008,5,0.8,13.1,False,0,0,,0
A000958,U9145,2026-04-22T11:00:00+09:00,211.155.249.147,KR,FP_08470,0.796,140.6,2.39,90.8,True,1,80,mouse_jitter=141ms|key_burst=2.39|rdp_latency=91ms|device_drift=0.80|immig_overseas,1
A000581,U3277,2026-04-13T12:00:00+09:00,211.37.241.248,KR,FP_07123,0.072,16.4,1.2,2.6,False,0,0,,0
A000345,U8762,2026-04-20T09:00:00+09:00,211.24.55.10,KR,FP_06323,0.031,10.4,0.82,9.3,False,0,0,,0
A000655,U2375,2026-04-12T16:00:00+09:00,211.188.157.10,KR,FP_84594,0.117,17.2,1.16,0,False,0,0,,0
A000354,U9679,2026-04-16T18:00:00+09:00,211.224.92.194,KR,FP_47003,-0.026,7.2,1.23,0,False,0,0,,0
A000196,U5050,2026-04-24T09:00:00+09:00,211.202.130.1,KR,FP_97755,0.054,23.8,0.8,8.6,False,0,0,,0
A000881,U9181,2026-04-12T14:00:00+09:00,211.229.60.223,KR,FP_08875,-0.011,21.3,1.34,2.4,False,0,0,,0
A000476,U6461,2026-04-05T11:00:00+09:00,211.172.42.243,KR,FP_74900,0.048,7.4,0.98,10.0,False,0,0,,0
A000594,U2011,2026-04-16T17:00:00+09:00,211.149.231.188,KR,FP_88252,0.136,13.9,1.07,4.3,False,0,0,,0
A000323,U6829,2026-04-20T10:00:00+09:00,211.96.226.108,KR,FP_53369,0.045,5,1.25,0,False,0,0,,0
A000509,U1109,2026-04-25T15:00:00+09:00,211.33.149.241,KR,FP_17636,0.121,33.7,0.9,9.5,False,0,0,,0
A000555,U2948,2026-04-11T17:00:00+09:00,211.5.4.34,KR,FP_01568,-0.002,26.5,0.93,0.7,False,0,0,,0
A000367,U6763,2026-04-20T17:00:00+09:00,211.153.160.111,KR,FP_26331,0.07,35.3,0.83,0,False,0,0,,0
A000143,U6935,2026-04-04T13:00:00+09:00,211.121.154.62,KR,FP_06259,0.055,34.2,0.95,3.7,False,0,0,,0
A000514,U4615,2026-04-09T10:00:00+09:00,211.157.153.165,KR,FP_00804,0.084,25.9,0.8,8.9,False,0,0,,0
A000995,U2407,2026-04-28T18:00:00+09:00,123.45.116.31,OVERSEAS,FP_85800,0.124,23.6,1.17,0,True,1,90,ip_overseas|immig_overseas,1
A000833,U2390,2026-04-24T09:00:00+09:00,211.163.158.63,KR,FP_35842,0.128,19.7,0.8,6.3,False,0,0,,0
A000858,U1477,2026-04-21T10:00:00+09:00,211.39.122.47,KR,FP_21642,0.031,18.1,0.9,16.2,False,0,0,,0
A000889,U6259,2026-04-21T13:00:00+09:00,211.105.226.112,KR,FP_42502,0.042,33.1,1.12,0,False,0,0,,0
A000904,U2284,2026-04-10T16:00:00+09:00,211.73.215.124,KR,FP_27622,0.697,121.6,2.44,166.9,True,1,80,mouse_jitter=122ms|key_burst=2.44|rdp_latency=167ms|device_drift=0.70|immig_overseas,1
A000277,U8337,2026-04-01T09:00:00+09:00,211.6.125.23,KR,FP_61836,-0.024,37.0,1.22,16.5,False,0,0,,0
A000875,U5508,2026-04-14T16:00:00+09:00,211.31.218.26,KR,FP_39884,0.087,26.1,1.3,2.2,False,0,0,,0
A000892,U1138,2026-04-05T10:00:00+09:00,211.218.125.232,KR,FP_84558,0.073,19.1,0.8,3.7,False,0,0,,0
A000484,U6368,2026-04-22T13:00:00+09:00,211.184.55.9,KR,FP_38338,0.099,9.3,1.02,9.9,False,0,0,,0
A000351,U5124,2026-04-14T10:00:00+09:00,211.48.23.4,KR,FP_18140,0.034,14.8,0.87,9.2,False,0,0,,0
A000188,U4216,2026-04-23T11:00:00+09:00,211.7.172.151,KR,FP_74421,0.035,14.2,0.8,0.4,False,0,0,,0
A000156,U7312,2026-04-07T18:00:00+09:00,211.146.251.102,KR,FP_16075,0.063,23.0,1.15,12.0,False,0,0,,0
A000668,U4755,2026-04-09T12:00:00+09:00,211.230.127.189,KR,FP_76403,0.028,9.9,1.11,5.2,False,0,0,,0
A000218,U6503,2026-04-03T14:00:00+09:00,211.207.235.124,KR,FP_91389,0.061,35.0,1.17,0,False,0,0,,0
A000145,U1403,2026-04-17T14:00:00+09:00,211.34.10.199,KR,FP_61622,0.098,22.7,0.8,10.9,False,0,0,,0
A000710,U6619,2026-04-15T12:00:00+09:00,211.226.176.207,KR,FP_25860,0.065,17.1,0.81,3.8,False,0,0,,0
A000658,U2626,2026-04-30T16:00:00+09:00,211.162.208.17,KR,FP_35919,0.112,6.1,1.21,2.9,False,0,0,,0
A000946,U1357,2026-04-12T17:00:00+09:00,211.124.105.39,KR,FP_09850,0.95,135.8,2.6,157.2,True,1,80,mouse_jitter=136ms|key_burst=2.60|rdp_latency=157ms|device_drift=0.95|immig_overseas,1
A000802,U4727,2026-04-25T09:00:00+09:00,211.117.169.175,KR,FP_31753,0.055,23.2,1.52,0,False,0,0,,0
A000176,U0842,2026-04-19T16:00:00+09:00,211.87.194.75,KR,FP_89225,0.053,33.0,0.96,1.9,False,0,0,,0
A000656,U0896,2026-04-23T12:00:00+09:00,211.129.196.158,KR,FP_83749,0.096,17.6,1.04,2.6,False,0,0,,0
A000832,U1747,2026-04-13T09:00:00+09:00,211.235.161.74,KR,FP_38906,0.081,10.0,0.8,6.9,False,0,0,,0
A000626,U1808,2026-04-17T11:00:00+09:00,211.253.184.147,KR,FP_73025,0.046,15.9,0.8,5.2,False,0,0,,0
A000179,U8951,2026-04-12T13:00:00+09:00,211.247.98.126,KR,FP_36570,0.017,17.5,1.17,4.3,False,0,0,,0
A000364,U6791,2026-04-02T18:00:00+09:00,211.63.230.234,KR,FP_86306,-0.0,13.7,1.02,4.9,False,0,0,,0
A000900,U4941,2026-04-20T13:00:00+09:00,211.178.53.138,KR,FP_65438,0.754,153.8,1.94,119.6,True,1,80,mouse_jitter=154ms|key_burst=1.94|rdp_latency=120ms|device_drift=0.75|immig_overseas,1
A000828,U4221,2026-04-22T16:00:00+09:00,211.63.69.251,KR,FP_11855,0.063,11.4,1.04,11.5,False,0,0,,0
A000239,U6130,2026-04-13T16:00:00+09:00,211.77.176.12,KR,FP_63278,0.091,26.3,1.1,4.4,False,0,0,,0
A000891,U3095,2026-04-19T16:00:00+09:00,211.92.144.10,KR,FP_40654,0.066,25.3,0.8,9.2,False,0,0,,0
A000031,U0686,2026-04-10T14:00:00+09:00,211.20.183.107,KR,FP_89400,0.05,24.7,1.08,0,False,0,0,,0
A000674,U2479,2026-04-18T16:00:00+09:00,211.27.96.76,KR,FP_07153,0.052,22.7,0.98,12.8,False,0,0,,0
A000377,U6815,2026-04-18T17:00:00+09:00,211.206.47.178,KR,FP_28993,0.105,10.1,0.92,8.6,False,0,0,,0
A000763,U7107,2026-04-29T10:00:00+09:00,211.60.73.66,KR,FP_24857,0.067,29.1,0.81,9.8,False,0,0,,0
A000987,U1286,2026-04-07T11:00:00+09:00,172.217.232.58,OVERSEAS,FP_16089,-0.014,33.2,1.35,15.7,True,1,90,ip_overseas|immig_overseas,1
A000857,U7679,2026-04-17T13:00:00+09:00,211.141.219.117,KR,FP_40002,0.036,16.8,0.88,13.1,False,0,0,,0
A000644,U1257,2026-04-21T13:00:00+09:00,211.153.221.160,KR,FP_26225,0.017,23.9,0.8,4.3,False,0,0,,0
A000721,U5000,2026-04-29T13:00:00+09:00,211.110.93.250,KR,FP_00274,0.083,26.4,1.14,1.2,False,0,0,,0
A000096,U5550,2026-04-26T10:00:00+09:00,211.239.38.72,KR,FP_98849,0.147,15.9,0.91,0,False,0,0,,0
A000359,U7522,2026-04-15T18:00:00+09:00,211.229.45.255,KR,FP_58599,-0.007,45.7,1.0,4.1,False,0,0,,0
A000535,U6209,2026-04-11T16:00:00+09:00,211.31.46.111,KR,FP_18209,0.132,5.9,1.0,4.9,False,0,0,,0
A000992,U1402,2026-04-08T17:00:00+09:00,8.8.6.63,OVERSEAS,FP_05061,0.015,13.7,0.81,0,True,1,90,ip_overseas|immig_overseas,1
A000560,U4337,2026-04-06T16:00:00+09:00,211.35.251.102,KR,FP_79994,-0.006,29.0,1.19,8.9,False,0,0,,0
A000637,U5780,2026-04-25T13:00:00+09:00,211.164.31.14,KR,FP_77394,0.141,25.3,0.81,11.7,False,0,0,,0
A000834,U8111,2026-04-10T15:00:00+09:00,211.30.170.78,KR,FP_93948,0.07,35.7,1.12,0,False,0,0,,0
A000091,U6952,2026-04-23T13:00:00+09:00,211.233.154.101,KR,FP_50423,0.064,16.2,0.86,8.2,False,0,0,,0
A000685,U8639,2026-04-21T17:00:00+09:00,211.42.148.239,KR,FP_57326,0.129,28.6,0.82,18.7,False,0,0,,0
A000162,U5670,2026-04-17T13:00:00+09:00,211.40.128.100,KR,FP_83239,0.089,17.8,0.8,0.1,False,0,0,,0
A000005,U7429,2026-04-21T14:00:00+09:00,211.83.189.181,KR,FP_27461,0.013,6.4,0.97,3.2,False,0,0,,0
A000703,U7174,2026-04-26T16:00:00+09:00,211.56.54.52,KR,FP_73725,0.073,21.2,0.8,0,False,0,0,,0
A000366,U5274,2026-04-17T15:00:00+09:00,211.214.127.140,KR,FP_52150,0.179,14.0,0.9,5.8,False,0,0,,0
A000413,U6523,2026-04-24T11:00:00+09:00,211.60.117.228,KR,FP_91661,0.072,18.6,0.8,4.5,False,0,0,,0
A000473,U9441,2026-04-27T10:00:00+09:00,211.153.19.195,KR,FP_10287,0.071,5,0.8,13.9,False,0,0,,0
A000069,U4336,2026-04-22T10:00:00+09:00,211.80.122.88,KR,FP_72351,0.053,20.3,0.8,7.1,False,0,0,,0
A000841,U2827,2026-04-21T15:00:00+09:00,211.45.237.195,KR,FP_36074,0.013,12.0,1.1,5.2,False,0,0,,0
A000798,U2178,2026-04-11T11:00:00+09:00,211.162.246.34,KR,FP_43923,0.16,22.4,0.8,6.9,False,0,0,,0
A000454,U1851,2026-04-08T15:00:00+09:00,211.166.7.85,KR,FP_36189,0.007,14.9,1.02,18.2,False,0,0,,0
A000724,U6479,2026-04-11T17:00:00+09:00,211.23.226.142,KR,FP_84662,0.076,23.2,1.28,6.1,False,0,0,,0
A000241,U5226,2026-04-03T13:00:00+09:00,211.22.58.11,KR,FP_44968,0.005,7.9,1.29,17.3,False,0,0,,0
A000945,U2070,2026-04-11T11:00:00+09:00,211.211.228.62,KR,FP_68389,0.763,105.3,1.9,109.0,True,1,80,mouse_jitter=105ms|key_burst=1.90|rdp_latency=109ms|device_drift=0.76|immig_overseas,1
A000822,U7487,2026-04-28T15:00:00+09:00,211.71.13.62,KR,FP_69551,0.036,35.2,1.08,0.6,False,0,0,,0
A000789,U7943,2026-04-15T10:00:00+09:00,211.42.124.224,KR,FP_18384,0.01,21.5,1.2,13.1,False,0,0,,0
A000395,U2436,2026-04-12T15:00:00+09:00,211.114.148.68,KR,FP_60910,0.028,20.0,0.98,5.6,False,0,0,,0
A000662,U2132,2026-04-28T18:00:00+09:00,211.210.163.231,KR,FP_62701,0.069,16.2,1.12,10.9,False,0,0,,0
A000396,U3914,2026-04-28T18:00:00+09:00,211.84.71.228,KR,FP_20870,0.102,42.0,0.8,0,False,0,0,,0
A000687,U1549,2026-04-15T18:00:00+09:00,211.129.181.130,KR,FP_76752,0.102,25.8,1.22,9.8,False,0,0,,0
A000350,U3788,2026-04-15T13:00:00+09:00,211.135.237.25,KR,FP_13083,0.089,5,1.11,1.2,False,0,0,,0
A000398,U5919,2026-04-13T16:00:00+09:00,211.232.23.20,KR,FP_85004,0.015,33.9,0.8,3.7,False,0,0,,0
A000148,U3269,2026-04-29T09:00:00+09:00,211.161.158.203,KR,FP_71177,0.037,20.5,0.9,1.7,False,0,0,,0
A000485,U1632,2026-04-29T14:00:00+09:00,211.248.45.95,KR,FP_26067,-0.005,20.0,1.04,4.5,False,0,0,,0
A000084,U6326,2026-04-22T11:00:00+09:00,211.253.18.64,KR,FP_65837,0.094,18.1,1.31,10.7,False,0,0,,0
A000332,U4537,2026-04-09T13:00:00+09:00,211.96.76.123,KR,FP_07442,0.081,5,0.8,0.7,False,0,0,,0
A000504,U1927,2026-04-29T11:00:00+09:00,211.103.1.129,KR,FP_01601,-0.045,25.1,0.98,4.9,False,0,0,,0
