apply_id,user_hash,apply_ts,ip,ip_country,device_fp,device_drift,mouse_jitter_ms,key_burst_ratio,rdp_latency_ms,immig_overseas,prev_in_defaulter,separation_voluntary,device_changed,tz_changed,apply_count_6m,loss_retroactive_days,training_ip_overseas,region_surge_pct,label,risk_score,reasons,pred_p25
A000902,U8288,2026-04-12T15:00:00+09:00,211.204.214.169,KR,FP_39202,0.733,149.7,2.44,183.4,True,False,False,False,False,2,-24,True,-9.417100508048636,1,100,mouse_jitter=150ms|key_burst=2.44|rdp_latency=183ms|device_drift=0.73|L5F:상실소급_24일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000016,U0652,2026-04-20T10:00:00+09:00,211.214.161.133,KR,FP_26773,0.029,12.4,0.99,7.6,False,False,False,False,False,1,-3,False,-34.75005126133,0,0,,0
A000534,U2934,2026-04-28T16:00:00+09:00,211.200.153.81,KR,FP_02827,0.007,17.3,0.8,0,False,False,False,False,False,0,2,False,13.760628082576181,0,0,,0
A000004,U4011,2026-04-06T16:00:00+09:00,211.194.138.112,KR,FP_89734,0.012,35.3,1.35,8.2,False,False,False,False,False,1,1,False,6.199677677731355,0,0,,0
A000302,U3715,2026-04-24T18:00:00+09:00,211.5.195.27,KR,FP_39949,0.007,18.7,0.84,3.2,False,False,False,False,False,2,0,False,0.23352078099324658,0,0,,0
A000251,U5005,2026-04-16T17:00:00+09:00,211.55.89.41,KR,FP_36781,0.061,23.5,0.91,1.2,False,False,True,False,False,0,1,False,-1.8780648827418012,0,0,,0
A000814,U5783,2026-04-07T15:00:00+09:00,211.215.213.235,KR,FP_96135,-0.068,27.3,0.82,6.0,False,False,True,False,False,0,2,False,2.3847685840834614,0,0,,0
A000320,U9266,2026-04-28T11:00:00+09:00,211.83.74.91,KR,FP_93330,0.091,22.7,0.94,0,False,False,False,False,False,2,-3,False,-5.484381483102519,0,0,,0
A000187,U9023,2026-04-16T09:00:00+09:00,211.44.143.196,KR,FP_17988,0.099,7.5,1.14,6.1,False,False,False,True,False,0,2,False,-7.239841121675443,0,18,L5D:device_변경,0
A000178,U5091,2026-04-11T10:00:00+09:00,211.233.4.188,KR,FP_26303,0.027,36.9,0.99,1.3,False,False,False,False,False,0,2,False,13.705170433784815,0,0,,0
A000720,U7450,2026-04-01T16:00:00+09:00,211.205.216.27,KR,FP_39709,-0.023,27.5,1.27,11.0,False,False,False,False,False,0,3,False,-9.298206157800083,0,0,,0
A000297,U4076,2026-04-19T11:00:00+09:00,211.212.54.183,KR,FP_88408,0.072,5.7,1.08,7.2,False,False,False,False,False,0,1,False,-4.056834314861087,0,0,,0
A000265,U1050,2026-04-09T12:00:00+09:00,211.189.40.19,KR,FP_94961,0.026,5,1.38,0.4,False,False,False,False,False,1,2,False,-7.964472622083916,0,0,,0
A000792,U4524,2026-04-19T13:00:00+09:00,211.14.251.220,KR,FP_92304,0.052,14.7,0.8,9.5,False,False,False,False,False,0,3,False,17.202710516886523,0,0,,0
A000502,U7568,2026-04-13T14:00:00+09:00,211.204.99.203,KR,FP_04952,0.075,20.3,1.15,2.8,False,False,False,False,False,0,-2,False,-2.434116035154421,0,0,,0
A000477,U8515,2026-04-26T12:00:00+09:00,211.37.224.48,KR,FP_81966,-0.031,15.1,1.03,16.0,False,False,False,False,False,0,-3,False,-3.553434329310118,0,0,,0
A000011,U5414,2026-04-03T17:00:00+09:00,211.121.142.248,KR,FP_28081,0.158,5,0.92,9.8,False,False,False,False,False,0,2,False,-8.826001807900166,0,0,,0
A000304,U2210,2026-04-16T17:00:00+09:00,211.101.249.202,KR,FP_85492,-0.008,14.4,1.24,4.9,False,False,False,False,False,0,1,False,12.623021778585136,0,0,,0
A000095,U6525,2026-04-27T17:00:00+09:00,211.242.129.18,KR,FP_98736,0.089,15.0,0.87,6.0,False,False,False,False,False,0,0,False,-2.3846793501710586,0,0,,0
A000237,U0530,2026-04-12T16:00:00+09:00,211.52.114.199,KR,FP_31143,0.13,5,0.98,2.4,False,False,False,False,False,0,2,False,-14.494912063814345,0,0,,0
A000848,U4199,2026-04-11T12:00:00+09:00,211.167.133.201,KR,FP_15620,0.018,11.1,0.8,9.4,False,False,False,False,False,0,0,False,5.546908521077961,0,0,,0
A000203,U6359,2026-04-18T15:00:00+09:00,211.166.141.234,KR,FP_01621,0.04,23.2,0.8,0,False,False,True,False,False,0,-3,False,-1.4737619898910834,0,0,,0
A000026,U8978,2026-04-27T09:00:00+09:00,211.155.146.107,KR,FP_56347,0.065,6.7,0.91,9.9,False,False,False,False,False,2,2,False,2.035186606865526,0,0,,0
A000244,U1703,2026-04-07T17:00:00+09:00,211.222.36.78,KR,FP_03114,0.007,22.3,1.06,5.9,False,False,False,False,False,0,-1,False,-9.159953081790885,0,0,,0
A000667,U9687,2026-04-01T10:00:00+09:00,211.108.160.176,KR,FP_28164,0.082,10.4,1.18,3.4,False,False,False,False,False,2,-2,False,-4.7577133988565565,0,0,,0
A000324,U2000,2026-04-23T13:00:00+09:00,211.168.211.107,KR,FP_91204,0.054,23.3,0.8,0,False,False,True,False,False,0,3,False,8.197883424773853,0,0,,0
A000599,U5030,2026-04-17T10:00:00+09:00,211.255.233.211,KR,FP_53791,0.082,8.8,1.3,0,False,False,False,False,False,0,1,False,12.141449747358518,0,0,,0
A000636,U6160,2026-04-26T15:00:00+09:00,211.49.70.226,KR,FP_90982,0.005,41.6,0.95,0,False,False,False,False,False,0,1,False,16.828397448775423,0,0,,0
A000299,U6506,2026-04-01T09:00:00+09:00,211.145.8.69,KR,FP_39563,0.092,48.8,1.02,6.0,False,False,False,False,False,1,1,False,8.485523170257684,0,0,,0
A000761,U7204,2026-04-04T15:00:00+09:00,211.13.227.106,KR,FP_49862,0.071,30.2,1.07,7.7,False,False,True,False,False,0,1,False,16.28317396271655,0,0,,0
A000863,U8051,2026-04-02T16:00:00+09:00,211.163.179.15,KR,FP_33526,0.04,13.9,0.8,0.4,False,False,False,False,False,0,2,False,8.302807341864325,0,0,,0
A000131,U5643,2026-04-21T15:00:00+09:00,211.163.213.209,KR,FP_19559,0.076,18.0,1.12,1.4,False,False,False,False,False,0,-3,False,-1.7529390258926982,0,0,,0
A000571,U4019,2026-04-15T15:00:00+09:00,211.51.70.6,KR,FP_79075,0.058,28.0,1.12,5.6,False,False,False,False,False,0,-1,False,1.0532778707722092,0,0,,0
A000122,U9387,2026-04-01T13:00:00+09:00,211.184.120.31,KR,FP_87529,0.082,25.8,0.8,8.3,False,False,False,False,False,0,-1,False,-4.756080260807158,0,0,,0
A000484,U5945,2026-04-01T10:00:00+09:00,211.183.15.58,KR,FP_18665,0.042,26.4,0.8,0.6,False,False,True,False,False,0,-1,False,-1.7730012809497506,0,0,,0
A000533,U9404,2026-04-16T12:00:00+09:00,211.253.149.192,KR,FP_07709,0.169,28.9,0.98,6.6,False,False,False,False,False,0,3,False,-6.070284495244476,0,0,,0
A000041,U3034,2026-04-07T12:00:00+09:00,211.247.141.144,KR,FP_13177,0.126,24.2,0.85,2.3,False,False,True,True,False,0,-1,False,6.507252749779329,0,18,L5D:device_변경,0
A000590,U7549,2026-04-09T16:00:00+09:00,211.131.226.71,KR,FP_16249,0.107,18.0,0.89,8.1,False,False,False,False,False,0,1,False,13.832879743256456,0,0,,0
A000464,U0966,2026-04-20T14:00:00+09:00,211.92.13.29,KR,FP_39063,0.016,25.6,0.85,7.3,False,False,False,False,False,0,3,False,-6.023379423850914,0,0,,0
A000505,U4092,2026-04-12T12:00:00+09:00,211.102.46.8,KR,FP_55271,0.073,21.7,1.01,8.2,False,False,False,False,False,1,2,False,-13.637101975003263,0,0,,0
A000202,U1971,2026-04-25T16:00:00+09:00,211.88.85.108,KR,FP_25261,0.087,27.5,1.21,4.6,False,False,False,False,False,0,2,False,3.1960281738771896,0,0,,0
A000920,U6773,2026-04-04T14:00:00+09:00,211.105.228.73,KR,FP_19266,0.759,99.7,2.33,157.1,True,True,True,True,True,2,-30,True,3.5187250271586996,1,100,mouse_jitter=100ms|key_burst=2.33|rdp_latency=157ms|device_drift=0.76|L5E:체불사업장_자의퇴직위장|L5D:device+tz_변경|L5F:상실소급_30일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000361,U0313,2026-04-16T18:00:00+09:00,211.23.124.66,KR,FP_01883,0.056,21.5,1.06,1.9,False,False,False,False,False,1,-3,False,16.626856935276134,0,0,,0
A000182,U2231,2026-04-25T18:00:00+09:00,211.55.79.54,KR,FP_21545,0.009,22.7,1.14,8.2,False,False,False,False,False,1,-3,False,8.347965977180422,0,0,,0
A000685,U2729,2026-04-18T12:00:00+09:00,211.56.168.66,KR,FP_79294,0.061,5,0.88,9.8,False,False,False,False,False,0,-3,False,1.2918176455007315,0,0,,0
A000205,U3893,2026-04-02T16:00:00+09:00,211.137.190.10,KR,FP_44285,0.113,23.5,0.85,3.9,False,False,True,False,False,0,2,False,11.421253369908301,0,0,,0
A000071,U6106,2026-04-26T11:00:00+09:00,211.30.168.62,KR,FP_53846,0.084,11.0,1.24,5.0,False,False,False,False,False,0,1,False,-20.12781774701405,0,0,,0
A000402,U8162,2026-04-22T09:00:00+09:00,211.91.195.167,KR,FP_20020,0.027,33.2,1.02,0,False,False,False,False,False,0,0,False,-7.7745871740613985,0,0,,0
A000242,U7302,2026-04-08T18:00:00+09:00,211.124.20.164,KR,FP_49988,0.154,7.9,0.81,9.1,False,False,False,False,False,0,3,False,-11.533352710343674,0,0,,0
A000294,U6349,2026-04-07T17:00:00+09:00,211.254.78.144,KR,FP_42284,0.013,24.7,1.24,9.2,False,False,False,False,False,0,-3,False,-4.540935828577141,0,0,,0
A000607,U1695,2026-04-04T16:00:00+09:00,211.62.54.72,KR,FP_37023,-0.0,19.5,1.13,13.5,False,False,False,False,False,0,0,False,9.017015478398358,0,0,,0
A000832,U7872,2026-04-12T16:00:00+09:00,211.153.250.160,KR,FP_71555,0.082,20.0,0.95,4.2,False,False,False,False,False,1,3,False,9.565015097806782,0,0,,0
A000864,U8034,2026-04-01T15:00:00+09:00,211.19.249.44,KR,FP_62243,0.05,24.4,1.01,14.4,False,False,True,False,False,0,1,False,2.6303505864896266,0,0,,0
A000019,U0833,2026-04-03T15:00:00+09:00,211.141.22.1,KR,FP_43720,0.049,21.9,0.8,4.4,False,False,False,True,False,0,2,False,16.396376044686054,0,18,L5D:device_변경,0
A000422,U3678,2026-04-01T09:00:00+09:00,211.117.45.236,KR,FP_25988,0.043,39.5,1.26,7.1,False,False,True,False,False,0,1,False,11.788180068747128,0,0,,0
A000973,U2446,2026-04-01T10:00:00+09:00,172.217.224.178,OVERSEAS,FP_95579,0.108,25.0,0.8,2.1,True,False,False,False,False,0,2,True,-1.831641117380902,1,100,ip_overseas|L5C:훈련_해외IP|L5B:immig_overseas,1
A000098,U1230,2026-04-22T15:00:00+09:00,211.186.81.15,KR,FP_18715,0.094,7.7,0.9,6.0,False,False,False,False,False,1,-3,False,-11.907281149240445,0,0,,0
A000531,U1014,2026-04-19T17:00:00+09:00,211.97.198.216,KR,FP_41897,0.049,22.4,0.8,7.4,False,False,False,False,False,0,3,False,-2.096005953444717,0,0,,0
A000737,U0654,2026-04-12T15:00:00+09:00,211.225.219.63,KR,FP_13583,0.105,24.7,1.12,8.8,False,False,False,False,False,0,-2,False,-14.902237462691666,0,0,,0
A000374,U3031,2026-04-26T14:00:00+09:00,211.237.0.36,KR,FP_50447,0.085,14.4,1.21,6.1,False,False,False,False,False,0,3,False,-5.555020383159479,0,0,,0
A000688,U2150,2026-04-27T13:00:00+09:00,211.43.39.37,KR,FP_66128,0.035,5,0.97,5.4,False,False,False,False,False,0,3,False,-14.625258077118914,0,0,,0
A000171,U1164,2026-04-17T09:00:00+09:00,211.184.162.67,KR,FP_50704,0.121,28.3,0.8,0,False,False,False,False,False,0,-3,False,11.34340610239355,0,0,,0
A000313,U6784,2026-04-14T13:00:00+09:00,211.226.140.77,KR,FP_24633,-0.034,25.0,1.08,5.5,False,False,False,False,False,0,2,False,-13.718043140286486,0,0,,0
A000180,U3362,2026-04-17T12:00:00+09:00,211.214.251.30,KR,FP_18662,0.045,15.7,1.38,0,False,False,False,False,False,2,-3,False,-10.370839116724841,0,0,,0
A000394,U1944,2026-04-08T11:00:00+09:00,211.72.116.157,KR,FP_16430,0.085,47.3,0.8,8.9,False,False,True,False,False,0,-2,False,13.830439531713035,0,0,,0
A000598,U9477,2026-04-04T09:00:00+09:00,211.111.96.215,KR,FP_91285,0.021,18.3,0.87,8.2,False,False,False,False,False,0,3,False,-5.558844737003369,0,0,,0
A000930,U2422,2026-04-20T16:00:00+09:00,211.36.216.41,KR,FP_96698,0.723,80.3,2.56,149.1,True,False,True,True,False,2,-27,True,-7.235408024752815,1,100,mouse_jitter=80ms|key_burst=2.56|rdp_latency=149ms|device_drift=0.72|L5D:device_변경|L5F:상실소급_27일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000844,U1676,2026-04-17T11:00:00+09:00,211.120.47.184,KR,FP_46804,0.023,28.8,1.0,0,False,False,False,False,False,0,-2,False,-4.133510470269322,0,0,,0
A000030,U4051,2026-04-27T13:00:00+09:00,211.248.122.140,KR,FP_57655,0.086,23.8,0.98,9.3,False,False,True,False,False,0,2,False,2.3248506108847096,0,0,,0
A000791,U7541,2026-04-20T16:00:00+09:00,211.254.223.33,KR,FP_22459,0.144,30.8,1.03,0,False,False,False,False,False,0,2,False,-17.228724939110055,0,0,,0
A000479,U7015,2026-04-29T18:00:00+09:00,211.51.173.13,KR,FP_59517,0.053,6.8,0.97,5.6,False,False,False,False,False,1,-2,False,0.9871324738019098,0,0,,0
A000544,U4414,2026-04-21T12:00:00+09:00,211.190.83.214,KR,FP_20119,0.014,36.1,0.8,13.9,False,False,False,False,False,0,0,False,13.087463246689499,0,0,,0
A000835,U7092,2026-04-14T11:00:00+09:00,211.249.30.180,KR,FP_13896,0.057,28.1,1.07,0.9,False,False,False,False,False,0,-3,False,1.2056235239779198,0,0,,0
A000118,U2588,2026-04-14T16:00:00+09:00,211.244.102.147,KR,FP_42097,0.046,23.4,1.03,0,False,False,False,False,False,0,-2,False,-16.58486535734102,0,0,,0
A000924,U7724,2026-04-25T12:00:00+09:00,211.170.252.116,KR,FP_56469,0.885,124.4,2.69,132.2,True,False,False,True,True,2,-12,True,3.8813896815396003,1,100,mouse_jitter=124ms|key_burst=2.69|rdp_latency=132ms|device_drift=0.88|L5D:device+tz_변경|L5F:상실지연_12일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000741,U2792,2026-04-12T11:00:00+09:00,211.160.191.193,KR,FP_63603,0.089,7.9,0.8,0,False,False,False,False,False,0,-2,False,1.29446717275974,0,0,,0
A000035,U9241,2026-04-07T16:00:00+09:00,211.131.188.85,KR,FP_79416,0.103,7.0,0.8,12.0,False,False,True,True,False,0,2,False,12.192323936385938,0,18,L5D:device_변경,0
A000389,U1094,2026-04-20T14:00:00+09:00,211.246.223.132,KR,FP_82313,-0.008,9.4,0.8,7.0,False,False,True,False,False,0,-2,False,-8.789754950080349,0,0,,0
A000146,U9371,2026-04-17T11:00:00+09:00,211.194.86.71,KR,FP_35248,0.032,31.1,1.2,7.1,False,False,False,False,False,0,-2,False,-2.1279000337864855,0,0,,0
A000473,U9269,2026-04-22T18:00:00+09:00,211.89.33.65,KR,FP_97777,0.079,27.1,1.06,1.7,False,False,False,False,False,0,2,False,-3.0588487380696368,0,0,,0
A000681,U1103,2026-04-16T17:00:00+09:00,211.106.91.19,KR,FP_54809,0.046,14.8,0.8,2.5,False,False,False,False,False,1,3,False,-5.364205031397992,0,0,,0
A000936,U5042,2026-04-14T13:00:00+09:00,211.148.11.115,KR,FP_95785,1.0,117.3,2.82,148.2,True,False,False,True,False,1,-19,True,1.751189328692166,1,100,mouse_jitter=117ms|key_burst=2.82|rdp_latency=148ms|device_drift=1.00|L5D:device_변경|L5F:상실소급_19일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000974,U3451,2026-04-23T14:00:00+09:00,123.45.164.56,OVERSEAS,FP_83549,-0.061,15.0,1.14,0,True,False,False,True,False,0,-1,True,0.8525550621698686,1,100,ip_overseas|L5D:device_변경|L5C:훈련_해외IP|L5B:immig_overseas,1
A000020,U2443,2026-04-18T09:00:00+09:00,211.189.75.220,KR,FP_16705,0.096,22.5,1.49,0,False,False,False,False,False,0,-1,False,3.9053266731154213,0,0,,0
A000969,U7681,2026-04-06T10:00:00+09:00,211.234.110.101,KR,FP_58052,0.748,152.1,1.81,106.1,True,False,False,True,True,3,-20,True,-6.561844365271635,1,100,mouse_jitter=152ms|key_burst=1.81|rdp_latency=106ms|device_drift=0.75|L5D:device+tz_변경|L5D:반복신청_3회|L5F:상실소급_20일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000003,U3815,2026-04-28T10:00:00+09:00,211.194.142.232,KR,FP_83321,0.07,23.0,0.9,0.4,False,False,False,False,False,0,1,False,11.753223447163537,0,0,,0
A000097,U5373,2026-04-22T13:00:00+09:00,211.156.228.218,KR,FP_21843,0.072,16.6,0.83,14.7,False,False,False,False,False,2,-3,False,5.312901623035266,0,0,,0
A000960,U7919,2026-04-06T14:00:00+09:00,211.199.85.87,KR,FP_52908,0.276,134.1,2.57,121.5,True,False,False,False,False,3,-20,True,12.36958662452273,1,100,mouse_jitter=134ms|key_burst=2.57|rdp_latency=122ms|L5D:반복신청_3회|L5F:상실소급_20일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000535,U8979,2026-04-13T10:00:00+09:00,211.67.165.27,KR,FP_93008,0.014,15.1,1.27,0.2,False,False,False,False,False,1,-2,False,-5.033032972163567,0,0,,0
A000782,U9893,2026-04-14T15:00:00+09:00,211.20.177.225,KR,FP_60391,-0.004,14.6,1.34,1.6,False,False,False,False,False,0,1,False,5.949107799413772,0,0,,0
A000579,U2189,2026-04-30T10:00:00+09:00,211.30.178.184,KR,FP_18265,0.057,18.5,1.11,13.1,False,False,False,False,False,0,-2,False,-21.283445927817823,0,0,,0
A000356,U1195,2026-04-03T18:00:00+09:00,211.128.228.9,KR,FP_65235,0.092,31.5,1.27,2.0,False,False,False,False,False,0,1,False,-4.519625311405679,0,0,,0
A000707,U1929,2026-04-11T16:00:00+09:00,211.44.237.45,KR,FP_15239,0.109,25.5,0.94,8.7,False,False,True,False,False,0,2,False,4.516188643872281,0,0,,0
A000696,U6821,2026-04-06T11:00:00+09:00,211.240.34.2,KR,FP_40874,0.04,13.6,1.18,8.1,False,False,False,False,False,0,2,False,-6.66969645746383,0,0,,0
A000470,U6770,2026-04-18T16:00:00+09:00,211.201.41.39,KR,FP_70602,0.143,23.7,0.86,0,False,False,False,False,False,0,-2,False,9.711436560011055,0,0,,0
A000796,U0998,2026-04-18T09:00:00+09:00,211.191.48.86,KR,FP_00227,0.11,17.2,1.2,5.1,False,True,False,False,False,1,-2,False,5.250338926172844,0,20,L5E:체불사업장이직,0
A000961,U4708,2026-04-27T13:00:00+09:00,211.114.3.99,KR,FP_40190,0.695,114.8,2.54,88.8,True,True,True,False,True,2,-18,True,-10.69232940365768,1,100,mouse_jitter=115ms|key_burst=2.54|rdp_latency=89ms|device_drift=0.69|L5E:체불사업장_자의퇴직위장|L5D:tz_변경|L5F:상실소급_18일|L5C:훈련_해외IP|L5B:immig_overseas,1
A000434,U6359,2026-04-16T13:00:00+09:00,211.216.46.216,KR,FP_48266,0.01,13.0,0.95,5.6,False,False,False,False,False,0,-2,False,11.09804134878923,0,0,,0
A000603,U6135,2026-04-27T17:00:00+09:00,211.162.171.87,KR,FP_74998,0.052,27.4,0.99,8.2,False,False,False,False,False,0,-2,False,-1.0846938991837356,0,0,,0
A000225,U7836,2026-04-26T15:00:00+09:00,211.85.57.67,KR,FP_91249,0.099,15.8,0.8,6.3,False,False,False,False,False,0,1,False,-3.8811444436005016,0,0,,0
A000652,U3861,2026-04-16T10:00:00+09:00,211.18.177.36,KR,FP_54558,-0.006,12.0,1.22,8.1,False,False,False,True,False,0,1,False,1.4385784641578236,0,18,L5D:device_변경,0
A000740,U2107,2026-04-05T18:00:00+09:00,211.149.196.131,KR,FP_83462,0.063,39.3,0.9,3.6,False,True,False,False,False,1,1,False,-11.522720050052971,0,20,L5E:체불사업장이직,0
A000392,U5576,2026-04-30T11:00:00+09:00,211.52.111.79,KR,FP_65980,0.056,26.4,1.22,0.8,False,False,False,False,False,0,3,False,3.3717139556012627,0,0,,0
A000809,U5593,2026-04-28T13:00:00+09:00,211.89.179.236,KR,FP_26300,-0.001,22.8,0.96,0,False,False,False,False,False,0,2,False,16.578901933194746,0,0,,0
A000574,U4700,2026-04-08T15:00:00+09:00,211.57.251.86,KR,FP_14436,0.07,44.7,0.98,7.0,False,False,False,False,False,0,-3,False,-4.960262037041543,0,0,,0
A000747,U9196,2026-04-17T13:00:00+09:00,211.225.57.93,KR,FP_63909,0.09,41.1,1.02,0,False,False,False,False,False,0,3,False,-0.7016365713931929,0,0,,0
A000288,U6305,2026-04-25T16:00:00+09:00,211.126.17.101,KR,FP_60403,0.048,15.6,0.93,2.0,False,False,False,False,False,0,2,False,22.72062712377139,0,0,,0
A000152,U1616,2026-04-09T12:00:00+09:00,211.113.228.191,KR,FP_51267,-0.023,23.5,0.96,2.3,False,False,False,False,False,1,-3,False,17.72311689336489,0,0,,0
A000847,U1321,2026-04-19T14:00:00+09:00,211.84.203.108,KR,FP_19957,0.047,5,0.9,4.9,False,False,False,False,False,0,1,False,-8.124576123209847,0,0,,0
A000760,U9862,2026-04-28T09:00:00+09:00,211.65.178.35,KR,FP_42921,0.129,5,0.93,2.2,False,False,False,False,False,1,3,False,-3.3405155150962154,0,0,,0
A000573,U8906,2026-04-23T13:00:00+09:00,211.63.10.22,KR,FP_13477,0.055,15.5,0.97,8.9,False,True,False,False,False,0,-1,False,-6.779656893820257,0,20,L5E:체불사업장이직,0
A000229,U1443,2026-04-28T16:00:00+09:00,211.228.161.60,KR,FP_65192,0.072,19.9,0.96,3.9,False,False,False,False,False,2,2,False,1.540282311099115,0,0,,0
A000482,U3298,2026-04-26T10:00:00+09:00,211.174.96.243,KR,FP_91067,0.03,9.5,0.86,0,False,False,False,False,False,0,-3,False,-16.923037226426047,0,0,,0
A000039,U5577,2026-04-09T18:00:00+09:00,211.141.5.97,KR,FP_11222,0.137,20.6,1.2,1.5,False,False,False,False,False,0,-1,False,-2.519244691394596,0,0,,0
A000788,U7215,2026-04-21T12:00:00+09:00,211.74.6.151,KR,FP_31940,0.146,15.6,0.8,5.6,False,False,False,False,False,0,1,False,-12.272883110941423,0,0,,0
A000683,U2887,2026-04-15T14:00:00+09:00,211.58.177.203,KR,FP_92383,0.103,34.3,1.3,10.4,False,False,False,True,False,0,-2,False,-16.858017377938616,0,18,L5D:device_변경,0
A000823,U3913,2026-04-23T13:00:00+09:00,211.134.229.221,KR,FP_44240,0.077,36.1,1.08,5.3,False,False,False,False,False,2,1,False,-11.048505134190611,0,0,,0
A000958,U8592,2026-04-01T15:00:00+09:00,211.95.121.188,KR,FP_06799,0.614,95.4,1.9,133.8,True,True,True,True,True,2,-18,False,-2.2624633028576184,1,100,mouse_jitter=95ms|key_burst=1.90|rdp_latency=134ms|device_drift=0.61|L5E:체불사업장_자의퇴직위장|L5D:device+tz_변경|L5F:상실소급_18일|L5B:immig_overseas,1
A000856,U0775,2026-04-10T14:00:00+09:00,211.45.188.233,KR,FP_61929,0.004,17.3,1.26,0.3,False,False,False,False,False,0,1,False,-9.155418328352402,0,0,,0
A000375,U5501,2026-04-24T09:00:00+09:00,211.186.26.56,KR,FP_50195,-0.014,10.8,1.21,2.9,False,False,True,False,False,0,-1,False,4.64192382048785,0,0,,0
A000186,U7097,2026-04-27T15:00:00+09:00,211.254.15.195,KR,FP_89551,0.008,24.2,1.13,2.8,False,False,True,False,False,0,2,False,-2.8816770123170903,0,0,,0
A000995,U4983,2026-04-18T11:00:00+09:00,123.45.132.23,OVERSEAS,FP_46669,0.033,5,0.96,6.5,True,False,False,False,False,0,-3,True,28.357134834380304,1,100,ip_overseas|L5C:훈련_해외IP|L5B:immig_overseas,1
A000639,U3360,2026-04-17T11:00:00+09:00,211.253.69.114,KR,FP_88563,0.034,16.3,0.91,0,False,False,False,False,False,0,-3,False,-11.496032603268318,0,0,,0
A000241,U1507,2026-04-12T12:00:00+09:00,211.109.169.169,KR,FP_47291,0.081,13.4,1.47,0.8,False,False,False,False,False,0,-1,False,-7.679609941792023,0,0,,0
A000060,U0646,2026-04-10T16:00:00+09:00,211.17.186.67,KR,FP_11814,0.087,15.2,0.88,6.7,False,False,False,False,False,0,-1,False,3.733101463429235,0,0,,0
A000811,U2351,2026-04-29T10:00:00+09:00,211.119.3.195,KR,FP_00449,0.03,5,0.86,5.3,False,False,False,False,False,0,2,False,-5.013512146593721,0,0,,0
A000311,U2249,2026-04-03T15:00:00+09:00,211.116.213.123,KR,FP_75091,0.137,35.2,1.43,8.8,False,False,False,False,False,0,3,False,-4.8015878947551816,0,0,,0
A000442,U7994,2026-04-08T09:00:00+09:00,211.9.216.161,KR,FP_72517,0.147,28.2,0.8,7.8,False,False,False,False,False,0,-3,False,8.510453651164614,0,0,,0
A000468,U4610,2026-04-02T11:00:00+09:00,211.35.153.45,KR,FP_51814,0.02,5,0.89,0,False,False,False,False,False,1,2,False,13.373626579415161,0,0,,0
A000759,U2466,2026-04-09T12:00:00+09:00,211.167.234.102,KR,FP_75293,0.052,38.9,0.81,3.6,False,False,True,False,False,0,1,False,-12.797628012484378,0,0,,0
A000536,U0150,2026-04-12T18:00:00+09:00,211.52.75.192,KR,FP_55983,0.037,14.5,1.18,6.6,False,False,False,False,False,0,-1,False,-22.02371464153163,0,0,,0
A000578,U8746,2026-04-16T17:00:00+09:00,211.117.196.42,KR,FP_76149,0.037,8.1,1.06,0,False,False,True,False,False,0,3,False,12.710897247567303,0,0,,0
A000642,U1639,2026-04-19T16:00:00+09:00,211.188.140.200,KR,FP_50571,0.042,15.5,0.82,7.6,False,True,False,False,False,0,-1,False,14.167286171722726,0,20,L5E:체불사업장이직,0
A000207,U2223,2026-04-25T17:00:00+09:00,211.14.88.98,KR,FP_26310,0.105,23.9,0.87,0,False,False,False,False,False,0,2,False,6.044434056132772,0,0,,0
A000971,U2648,2026-04-26T15:00:00+09:00,8.8.224.1,OVERSEAS,FP_74848,0.106,10.1,1.35,0,True,False,False,False,False,1,1,True,-11.589495859424478,1,100,ip_overseas|L5C:훈련_해외IP|L5B:immig_overseas,1
A000193,U5847,2026-04-08T18:00:00+09:00,211.89.193.157,KR,FP_96207,-0.058,18.0,0.9,3.4,False,False,False,False,False,2,-3,False,-24.16409622990966,0,0,,0
A000795,U2907,2026-04-23T15:00:00+09:00,211.129.255.46,KR,FP_24192,0.089,19.6,1.13,0.7,False,False,False,False,False,0,1,False,11.614262028190169,0,0,,0
A000673,U5816,2026-04-15T15:00:00+09:00,211.230.223.148,KR,FP_99309,0.073,14.7,1.02,8.5,False,False,False,False,False,1,1,False,15.574267820317331,0,0,,0
A000103,U2103,2026-04-29T17:00:00+09:00,211.93.66.221,KR,FP_65912,0.063,22.9,0.96,7.0,False,False,False,False,False,0,1,False,4.053667384755958,0,0,,0
A000730,U9117,2026-04-24T16:00:00+09:00,211.120.192.67,KR,FP_49602,-0.026,7.9,1.12,7.0,False,False,False,False,False,0,3,False,27.64519731382751,0,0,,0
A000214,U5500,2026-04-21T10:00:00+09:00,211.113.181.114,KR,FP_97546,0.086,12.5,1.15,1.9,False,False,False,False,False,0,2,False,-20.794469459231593,0,0,,0
A000220,U0613,2026-04-13T13:00:00+09:00,211.24.24.55,KR,FP_85665,0.058,17.3,1.16,8.6,False,False,False,False,False,0,2,False,-5.782528484238387,0,0,,0
